2 	-9.56759 	-5.01458e-18 	-0.00402387
2 	-8.72694 	-8.05291e-18 	-0.00493276
2 	-7.90114 	-6.99372e-18 	-0.00616501
2 	-7.08993 	-4.53666e-18 	-0.00732123
2 	-6.29305 	-2.1116e-18 	-0.00918904
2 	-5.51024 	6.54737e-19 	-0.01205
2 	-4.97537 	1.57527e-18 	-0.0151911
2 	-4.72636 	1.80524e-18 	-0.0149971
2 	-4.48132 	7.5954e-19 	-0.0177247
2 	-4.24028 	-1.98432e-19 	-0.0173822
2 	-4.03372 	-1.88566e-18 	-0.0203574
2 	-3.79935 	-4.00265e-18 	-0.0198063
2 	-3.62237 	-1.73472e-18 	-0.0229621
2 	-3.41748 	-2.22713e-18 	-0.022073
2 	-3.23899 	-2.81515e-18 	-0.0211353
2 	-3.10375 	-1.62886e-18 	-0.0237847
2 	-2.87636 	-3.1225e-18 	-0.0221576
2 	-2.75613 	-4.16334e-18 	-0.0243001
2 	-2.64488 	-4.51028e-18 	-0.0214281
2 	-2.43934 	-1.85487e-18 	-0.0183716
2 	-2.32087 	1.6478e-18 	-0.0151797
2 	-2.23181 	1.07406e-18 	-0.0149117
2 	-2.08179 	8.91641e-19 	-0.00923226
2 	-1.92439 	-2.20418e-19 	-0.00313328
2 	-1.83556 	-1.36575e-18 	0.00332811
2 	-1.76525 	-1.98842e-18 	0.00141511
2 	-1.64242 	-1.73472e-18 	0.0100416
2 	-1.51488 	-7.38535e-19 	0.0186354
2 	-1.39472 	-8.45796e-19 	0.0265364
2 	-1.31301 	-7.67892e-20 	0.0326789
2 	-1.25763 	-1.70425e-18 	0.000333639
2 	-1.17283 	-1.73472e-18 	0.00150822
2 	-1.06955 	-1.73472e-18 	-0.00335411
2 	-0.970532 	-5.4922e-18 	-0.0191243
2 	-0.87522 	-7.65064e-18 	-0.047487
2 	-0.783133 	-9.02632e-18 	-0.0830806
2 	-0.693839 	-1.07109e-17 	-0.11592
2 	-0.606949 	-5.29218e-19 	-0.142338
2 	-0.548396 	3.17165e-19 	-0.16356
2 	-0.506446 	6.99514e-19 	-0.17138
2 	-0.438991 	-3.46945e-18 	-0.185586
2 	-0.357296 	-9.36751e-18 	-0.201614
2 	-0.276742 	-1.11022e-17 	-0.221421
2 	-0.197059 	-9.71445e-18 	-0.245304
2 	-0.117992 	-1.00614e-17 	-0.272314
2 	-0.03929 	-1.38778e-17 	-0.300742
2 	0.03929 	-1.76942e-17 	-0.328495
2 	0.117992 	-1.94289e-17 	-0.353657
2 	0.197059 	-1.94289e-17 	-0.374953
2 	0.276742 	-1.76942e-17 	-0.391381
2 	0.357296 	-1.94289e-17 	-0.401481
2 	0.438991 	-2.60209e-17 	-0.403715
2 	0.506446 	-3.01898e-17 	-0.397354
2 	0.548396 	-3.30008e-17 	-0.317099
2 	0.606949 	-3.17542e-17 	-0.30146
2 	0.693839 	-2.4504e-17 	-0.28278
2 	0.783133 	-8.73122e-19 	-0.262075
2 	0.87522 	-2.48984e-18 	-0.240457
2 	0.970532 	-1.37223e-18 	-0.218926
2 	1.06955 	0 	-0.198208
2 	1.17283 	-1.73472e-18 	-0.178815
2 	1.25763 	-3.49992e-18 	-0.161049
2 	1.31301 	-7.77052e-18 	-0.106749
2 	1.39472 	-1.17746e-17 	-0.0974767
2 	1.51488 	-1.06265e-17 	-0.0892646
2 	1.64242 	-4.85723e-18 	-0.0819706
2 	1.76525 	2.33536e-18 	-0.0754706
2 	1.83556 	6.42748e-18 	-0.0479935
2 	1.92439 	8.10626e-18 	-0.0453856
2 	2.08179 	1.02591e-17 	-0.0429744
2 	2.23181 	1.07221e-17 	-0.0407047
2 	2.32087 	1.12958e-17 	-0.0242635
2 	2.43934 	1.02882e-17 	-0.0235692
2 	2.64488 	8.67362e-18 	-0.0227699
2 	2.75613 	8.75806e-18 	-0.0218644
2 	2.87636 	3.90084e-18 	-0.0125759
2 	3.10375 	3.36358e-18 	-0.0123308
2 	3.23899 	4.6059e-18 	-0.0058086
2 	3.41748 	5.48433e-19 	-0.00577708
2 	3.62237 	-1.83309e-18 	-0.00556628
2 	3.79935 	-2.87393e-18 	-0.0015051
2 	4.03372 	-5.89806e-18 	-0.00133242
2 	4.24028 	4.19272e-19 	0.00142885
2 	4.48132 	-7.04424e-19 	0.00163801
2 	4.72636 	-3.62345e-19 	0.00348496
2 	4.97537 	-1.80662e-18 	0.00377458
2 	5.51024 	-4.17665e-18 	0.00552771
2 	6.29305 	-6.0559e-18 	0.00663803
2 	7.08993 	-9.02056e-18 	0.0073238
2 	7.90114 	-8.32667e-18 	0.00747035
2 	8.72694 	-4.51028e-18 	0.00777903
2 	9.56759 	-4.51028e-18 	0.00778163
